,Age,EdLevel,Gender,MentalHealth,MainBranch,YearsCode,YearsCodePro,Country,PreviousSalary,ComputerSkills,Employed
30610,>35,Other,Man,No,Dev,10,9,Dominican Republic,15600.0,15,1
30611,>35,Master,Man,Yes,Dev,39,20,Canada,189078.0,34,1
30612,>35,Undergraduate,Man,No,Dev,21,15,South Africa,1116.0,9,0
30613,>35,Undergraduate,Man,Yes,Dev,25,19,United States of America,140000.0,3,0
30614,>35,Master,Man,No,Dev,32,27,Slovenia,51888.0,7,0
30615,>35,Undergraduate,Woman,Yes,Dev,36,33,United States of America,114000.0,11,1
30616,<35,Undergraduate,Man,Yes,Dev,15,5,United States of America,95000.0,8,0
30617,<35,Undergraduate,Man,No,Dev,16,10,United States of America,160000.0,19,1
30618,>35,Other,Man,No,Dev,28,21,United States of America,115000.0,18,1
30619,>35,Other,Man,No,Dev,5,3,United States of America,80000.0,2,0
30621,>35,Master,Man,No,Dev,45,39,United States of America,160160.0,6,0
30622,<35,Undergraduate,Man,Yes,Dev,9,2,Netherlands,36000.0,6,1
30623,<35,Undergraduate,Man,No,Dev,26,15,Germany,84316.0,16,1
30624,>35,Master,Man,Yes,Dev,21,15,United States of America,95000.0,11,0
30625,>35,Undergraduate,Man,No,Dev,31,26,Norway,107895.0,10,0
30626,>35,Undergraduate,Man,Yes,Dev,26,19,Australia,110236.0,10,1
30627,<35,Undergraduate,Man,No,Dev,4,2,United States of America,120000.0,9,0
30628,<35,Undergraduate,Man,No,Dev,13,6,United States of America,135000.0,13,0
30629,>35,Other,Woman,Yes,Dev,10,16,United States of America,105000.0,18,1
30630,<35,NoHigherEd,Man,Yes,Dev,4,2,Poland,18228.0,9,0
30631,<35,Undergraduate,Man,No,Dev,3,3,United States of America,90000.0,4,0
30632,<35,Master,Man,No,Dev,13,10,United Arab Emirates,119976.0,3,0
30633,<35,Master,Man,Yes,Dev,6,3,United States of America,130000.0,22,1
30634,<35,Undergraduate,Man,No,Dev,7,1,United States of America,180000.0,25,1
30635,<35,Undergraduate,Man,No,Dev,20,12,United States of America,165000.0,68,1
30636,>35,Other,Man,No,Dev,24,20,United States of America,85000.0,22,1
30637,<35,Undergraduate,Man,No,Dev,9,2,United States of America,70212.0,9,1
30638,<35,NoHigherEd,Man,Yes,Dev,5,5,United Kingdom of Great Britain and Northern Ireland,105993.0,11,1
30639,<35,Master,Man,No,Dev,8,5,Chile,27096.0,43,1
30640,<35,Undergraduate,Man,No,Dev,1,0,United States of America,80000.0,12,0
30641,<35,Master,Man,No,Dev,9,1,Chile,22584.0,20,0
30642,<35,NoHigherEd,Man,Yes,Dev,10,7,Canada,52942.0,15,0
30643,>35,Undergraduate,Man,No,Dev,18,7,Ukraine,2448.0,12,0
30644,<35,Undergraduate,Man,No,Dev,15,11,Brazil,38484.0,21,1
30645,<35,Other,Man,No,Dev,4,3,Colombia,12360.0,22,1
30646,<35,Undergraduate,Man,Yes,Dev,10,5,United Kingdom of Great Britain and Northern Ireland,122796.0,8,0
30647,<35,Undergraduate,Man,No,Dev,5,1,Dominican Republic,20208.0,8,1
30648,>35,Master,Man,Yes,Dev,22,13,United States of America,125000.0,35,1
30649,<35,Master,Man,No,Dev,20,7,United States of America,144000.0,7,0
30650,<35,Master,Man,No,Dev,11,3,United Kingdom of Great Britain and Northern Ireland,129259.0,14,1
30651,>35,Master,Man,No,Dev,5,3,Poland,64860.0,7,0
30652,>35,Master,Man,Yes,Dev,23,16,United States of America,155000.0,20,1
30653,<35,Undergraduate,Man,No,Dev,6,2,Dominican Republic,11232.0,8,1
30654,>35,Undergraduate,Man,No,Dev,21,13,United States of America,113000.0,16,1
30656,>35,Master,Man,No,Dev,20,15,Sweden,83460.0,8,0
30657,<35,Master,Man,No,Dev,14,5,Canada,64740.0,2,0
30658,>35,Undergraduate,Man,No,Dev,30,23,Canada,181515.0,13,1
30659,>35,Undergraduate,Man,Yes,Dev,16,12,Brazil,30240.0,9,1
30660,<35,Other,Woman,No,Dev,2,1,Brazil,4128.0,15,1
30661,<35,Undergraduate,Man,No,Dev,6,0,India,16056.0,7,0
30663,<35,Undergraduate,Man,No,Dev,9,4,United States of America,64000.0,13,0
30664,>35,Undergraduate,Man,No,Dev,29,20,United States of America,160000.0,11,0
30665,<35,Undergraduate,Man,No,Dev,8,3,Austria,64859.0,13,0
30666,<35,Undergraduate,Man,Yes,Dev,7,3,United States of America,42000.0,12,1
30668,<35,NoHigherEd,Man,No,Dev,3,0,Slovakia,18156.0,9,0
30669,<35,Undergraduate,Man,No,Dev,4,4,Dominican Republic,12000.0,15,1
30670,>35,Undergraduate,Man,No,Dev,15,11,Nigeria,8231.0,13,0
30671,<35,Undergraduate,Man,No,Dev,10,5,India,14032.0,14,1
30672,<35,Master,Man,No,Dev,12,6,Denmark,95520.0,12,0
30674,>35,Other,Man,Yes,Dev,25,25,United States of America,75000.0,10,0
30675,>35,Master,Man,No,Dev,15,10,United States of America,145000.0,18,1
30676,<35,Undergraduate,Man,No,Dev,10,7,United States of America,100000.0,16,0
30678,<35,Other,Man,Yes,Dev,6,2,India,30000.0,9,0
30679,<35,Undergraduate,Man,No,Dev,5,3,Colombia,10596.0,19,1
30680,<35,Master,Man,Yes,Dev,13,5,United States of America,205000.0,12,1
30681,>35,Other,Man,Yes,Dev,15,11,United States of America,153000.0,16,0
30682,<35,Undergraduate,Man,Yes,Dev,12,6,United States of America,85000.0,4,0
30683,<35,NoHigherEd,Man,No,Dev,6,3,Brazil,8244.0,14,1
30684,>35,Undergraduate,Man,No,Dev,20,16,Colombia,32371.0,17,1
30685,<35,Other,Man,No,Dev,6,1,Hungary,3852.0,12,1
30686,<35,NoHigherEd,Man,No,Dev,8,2,Brazil,6048.0,23,1
30687,>35,Undergraduate,Man,No,Dev,25,13,Canada,196641.0,6,0
30688,>35,Undergraduate,Woman,No,Dev,10,1,Canada,39700.0,9,0
30690,<35,Master,Man,Yes,Dev,23,10,Poland,27337.0,7,0
30691,<35,Undergraduate,Man,Yes,Dev,4,2,Bangladesh,4236.0,9,0
30692,>35,Undergraduate,Man,No,Dev,8,8,Egypt,11544.0,15,1
30693,>35,Undergraduate,Man,No,Dev,20,16,United States of America,180000.0,23,1
30694,>35,Master,Man,No,Dev,15,13,Sweden,135000.0,6,0
30695,>35,Undergraduate,Woman,No,Dev,13,10,Canada,68068.0,11,0
30696,<35,Other,Man,No,Dev,12,3,Spain,12972.0,17,1
30697,<35,Undergraduate,Man,No,Dev,9,4,Brazil,14568.0,22,0
30699,<35,Undergraduate,Man,Yes,Dev,10,3,United States of America,70000.0,15,1
30700,<35,Master,Man,No,Dev,8,3,Mexico,37488.0,6,0
30701,>35,Undergraduate,Man,No,Dev,12,12,Croatia,60000.0,11,0
30702,<35,Master,Man,No,Dev,10,8,United Kingdom of Great Britain and Northern Ireland,193889.0,14,1
30703,>35,Undergraduate,NonBinary,No,Dev,35,32,United States of America,135000.0,8,0
30704,<35,Master,Man,No,Dev,13,6,Greece,54049.0,14,0
30706,>35,Undergraduate,Man,No,Dev,12,10,United States of America,95000.0,8,0
30707,<35,Other,Man,No,Dev,8,5,Bosnia and Herzegovina,29796.0,18,0
30708,<35,Undergraduate,Man,No,Dev,14,8,United States of America,120000.0,8,0
30709,<35,Undergraduate,Man,No,Dev,6,6,Brazil,16488.0,11,1
30710,>35,Master,Man,No,Dev,15,10,France,50806.0,16,0
30711,<35,Undergraduate,Man,No,Dev,19,10,Netherlands,118908.0,9,0
30712,<35,Undergraduate,Woman,No,Dev,10,7,Sweden,54000.0,7,1
30713,<35,Undergraduate,Man,No,Dev,10,6,Colombia,35316.0,15,0
30715,>35,Other,Man,Yes,Dev,23,30,Mexico,32319.0,47,1
30716,<35,Undergraduate,Man,No,Dev,13,5,Brazil,28860.0,11,0
30718,>35,Master,Man,No,Dev,23,17,Brazil,34360.0,9,0
30719,<35,Undergraduate,Man,No,Dev,11,7,United States of America,120000.0,4,0
30720,<35,Undergraduate,Man,No,Dev,12,6,United States of America,110000.0,9,0
30721,>35,Undergraduate,Man,Yes,Dev,7,7,United States of America,175000.0,13,1
30722,<35,Other,Man,No,Dev,4,1,Georgia,5304.0,8,0
30724,>35,Master,Man,No,Dev,4,4,Poland,42528.0,4,0
30725,>35,Other,Man,No,Dev,36,22,United States of America,150000.0,27,1
30726,<35,Undergraduate,Man,No,Dev,8,1,United Kingdom of Great Britain and Northern Ireland,84019.0,4,0
30727,>35,Undergraduate,Man,No,Dev,37,35,Brazil,23364.0,10,1
30728,<35,Undergraduate,Man,Yes,Dev,11,6,Canada,51051.0,13,0
30729,<35,Undergraduate,Man,No,Dev,11,7,United States of America,137000.0,7,0
30730,>35,PhD,Man,No,Dev,32,21,France,90804.0,27,1
30731,>35,Undergraduate,Man,Yes,Dev,40,35,United States of America,120000.0,12,1
30732,>35,Master,Man,No,Dev,36,30,Chile,220000.0,19,0
30733,<35,Undergraduate,Man,No,Dev,17,14,Austria,97284.0,14,0
30734,>35,Undergraduate,Man,No,Dev,17,15,Germany,71340.0,14,0
30735,<35,Master,Man,No,Dev,10,4,United States of America,95000.0,12,0
30737,<35,Undergraduate,Man,Yes,Dev,8,5,United States of America,145000.0,14,0
30738,<35,Undergraduate,Man,No,Dev,8,8,United Arab Emirates,37572.0,2,0
30739,>35,Undergraduate,Man,Yes,Dev,25,18,Canada,215549.0,13,0
30740,<35,Master,Man,No,Dev,21,12,Ukraine,53832.0,7,0
30741,>35,Undergraduate,Man,No,Dev,25,18,Canada,79413.0,3,0
30742,>35,Undergraduate,Man,No,Dev,20,8,United States of America,117000.0,12,0
30743,<35,Undergraduate,Man,No,Dev,1,1,United Kingdom of Great Britain and Northern Ireland,36193.0,7,0
30744,>35,Undergraduate,Man,Yes,Dev,17,11,United States of America,110000.0,7,1
30745,<35,Undergraduate,Man,Yes,Dev,14,5,United States of America,36000.0,23,1
30746,<35,Undergraduate,Man,No,Dev,7,3,Ireland,57292.0,23,1
30747,<35,Undergraduate,Man,Yes,Dev,4,1,United States of America,50000.0,7,0
30748,<35,Undergraduate,Man,No,Dev,15,6,United States of America,86600.0,12,0
30749,>35,Undergraduate,Man,No,Dev,30,25,Costa Rica,48.0,7,0
30750,>35,Other,Man,No,Dev,40,35,United States of America,140000.0,15,1
30751,>35,Other,Man,Yes,Dev,22,22,United States of America,200000.0,9,0
30752,<35,Undergraduate,Man,Yes,Dev,12,8,United States of America,80000.0,11,0
30753,>35,Undergraduate,Man,Yes,Dev,10,5,Australia,53448.0,6,1
30755,>35,Undergraduate,Man,No,Dev,20,15,Canada,105884.0,14,1
30756,<35,Other,Man,Yes,Dev,4,3,United States of America,72500.0,11,0
30758,<35,Undergraduate,Man,No,Dev,10,4,Norway,66895.0,16,1
30759,<35,Undergraduate,NonBinary,No,Dev,9,9,United States of America,101000.0,7,0
30761,<35,Other,Man,No,Dev,5,2,Brazil,13740.0,17,0
30762,<35,Undergraduate,Woman,Yes,Dev,13,4,Chile,17760.0,10,0
30763,>35,PhD,Man,No,Dev,25,6,United States of America,200000.0,15,0
30764,>35,Undergraduate,Man,No,Dev,23,17,United Kingdom of Great Britain and Northern Ireland,116333.0,12,0
30765,>35,Undergraduate,Man,No,Dev,20,20,United States of America,175000.0,15,0
30767,>35,Other,Man,No,Dev,25,20,Serbia,48000.0,10,0
30768,>35,Undergraduate,Man,No,Dev,37,25,United Kingdom of Great Britain and Northern Ireland,77556.0,11,1
30769,<35,Undergraduate,Man,No,Dev,5,1,Turkey,12816.0,6,0
30770,>35,Other,Man,Yes,Dev,28,22,United States of America,175000.0,25,1
30771,>35,Undergraduate,Man,No,Dev,10,5,United States of America,80000.0,11,1
30772,>35,Undergraduate,Man,No,Dev,31,19,United States of America,160000.0,13,0
30773,>35,NoHigherEd,Man,No,Dev,36,26,Switzerland,111814.0,5,0
30774,>35,Other,Man,No,Dev,22,17,Russian Federation,41520.0,7,0
30775,>35,Undergraduate,Woman,No,Dev,15,10,Canada,113447.0,11,0
30776,<35,Master,Man,No,Dev,15,7,Russian Federation,30192.0,12,0
30777,>35,Other,Man,No,Dev,25,23,Colombia,24720.0,36,1
30778,>35,Undergraduate,Man,No,Dev,6,3,United States of America,81000.0,14,1
30780,<35,Master,Man,Yes,Dev,11,8,Morocco,24648.0,14,1
30781,<35,Undergraduate,Man,No,Dev,11,5,Pakistan,10584.0,17,1
30782,>35,Master,Man,Yes,Dev,22,19,Russian Federation,66060.0,7,0
30783,<35,Undergraduate,Man,Yes,Dev,7,4,Palestine,10224.0,17,1
30786,>35,Undergraduate,Man,Yes,Dev,26,26,United States of America,112000.0,15,1
30787,<35,Master,Man,Yes,Dev,14,2,Germany,68102.0,8,0
30788,<35,Other,Man,Yes,Dev,7,0,Argentina,25296.0,8,0
30789,<35,Other,Man,Yes,Dev,5,0,United Kingdom of Great Britain and Northern Ireland,23267.0,11,0
30790,<35,Undergraduate,Man,No,Dev,14,4,Romania,59712.0,5,0
30791,<35,Master,Man,No,Dev,12,7,"Iran, Islamic Republic of...",47500.0,26,1
30792,>35,Master,Man,No,Dev,20,15,Spain,81074.0,14,0
30793,<35,Other,Man,No,Dev,14,12,Brazil,51408.0,8,0
30795,<35,Other,Man,No,Dev,9,6,Netherlands,75669.0,21,1
30796,>35,Undergraduate,Man,No,Dev,25,18,United States of America,180000.0,17,1
30798,>35,Undergraduate,Man,No,Dev,18,15,United States of America,87000.0,13,1
30799,>35,Undergraduate,Man,No,Dev,25,20,Mexico,14868.0,11,1
30800,>35,Master,Man,No,Dev,30,19,United States of America,145000.0,5,0
30801,>35,Master,Man,No,Dev,43,35,United States of America,140000.0,16,0
30802,>35,Undergraduate,Man,No,Dev,20,14,South Korea,125757.0,8,0
30803,>35,Master,Man,No,Dev,24,19,United States of America,160000.0,15,1
30805,>35,Other,Man,No,Dev,14,11,Spain,28800.0,30,1
30806,>35,Other,Man,No,Dev,12,7,United States of America,110000.0,12,0
30807,>35,Other,Man,Yes,Dev,24,8,Japan,89929.0,9,0
30808,<35,Undergraduate,Man,No,Dev,5,1,United States of America,96000.0,10,0
30809,<35,Undergraduate,Man,No,Dev,10,6,Canada,143699.0,16,1
30810,<35,Undergraduate,Man,No,Dev,5,3,United States of America,116000.0,16,0
30811,<35,Other,Man,No,Dev,10,3,Brazil,13740.0,23,1
30812,>35,Other,Man,No,Dev,30,18,Canada,82438.0,5,0
30813,<35,Undergraduate,Man,No,Dev,13,9,United Kingdom of Great Britain and Northern Ireland,67215.0,6,0
30815,<35,Undergraduate,Man,No,Dev,9,3,Netherlands,49296.0,6,0
30817,>35,Undergraduate,Man,No,Dev,12,11,"Venezuela, Bolivarian Republic of...",12000.0,17,1
30818,>35,Other,NonBinary,Yes,Dev,16,12,United States of America,185000.0,7,0
30819,>35,Other,Man,Yes,Dev,10,8,Argentina,36000.0,15,1
30820,<35,Master,Man,No,Dev,8,5,United Kingdom of Great Britain and Northern Ireland,122796.0,14,0
30821,>35,Undergraduate,Man,No,Dev,16,10,Israel,161100.0,6,0
30823,>35,Undergraduate,Man,No,Dev,12,4,United Kingdom of Great Britain and Northern Ireland,57003.0,15,0
30824,>35,Master,Man,No,Dev,17,11,Spain,48644.0,12,0
30825,>35,Undergraduate,Man,No,Dev,5,3,Ukraine,60000.0,11,0
30826,>35,Undergraduate,Man,No,Dev,20,17,Canada,84707.0,13,1
30827,<35,Other,Man,Yes,Dev,12,4,United Kingdom of Great Britain and Northern Ireland,49765.0,9,0
30828,>35,Undergraduate,Man,No,Dev,30,20,United States of America,120000.0,16,1
30829,>35,Other,Man,Yes,Dev,8,7,Hungary,49185.0,22,0
30830,>35,Other,Man,Yes,Dev,21,15,United States of America,120000.0,16,1
30831,<35,Undergraduate,Man,Yes,Dev,7,4,Dominican Republic,14592.0,21,1
30832,>35,Other,Man,Yes,Dev,25,15,United States of America,205000.0,21,1
30833,>35,Other,Man,No,Dev,41,32,United States of America,200000.0,8,0
30834,>35,PhD,Man,No,Dev,15,12,United States of America,175000.0,14,0
30835,<35,Undergraduate,Man,No,Dev,6,2,Iraq,6000.0,18,1
30836,<35,Undergraduate,NonBinary,No,Dev,8,5,Canada,69581.0,16,1
30837,>35,Master,Man,Yes,Dev,28,15,United States of America,135000.0,17,0
30838,<35,Undergraduate,Man,No,Dev,8,5,United States of America,60000.0,19,1
30839,>35,PhD,Man,No,Dev,20,15,Argentina,97308.0,6,0
30840,>35,Undergraduate,Man,Yes,Dev,24,21,Brazil,54972.0,13,0
30841,>35,Undergraduate,Man,Yes,Dev,18,11,United States of America,120000.0,13,0
30842,>35,Other,Man,Yes,Dev,18,17,United States of America,84000.0,14,0
30844,<35,Other,Man,Yes,Dev,6,3,Serbia,16524.0,8,0
30845,<35,Master,Man,Yes,Dev,8,7,Brazil,27492.0,11,0
30846,<35,Undergraduate,Man,No,Dev,5,3,Canada,49160.0,8,0
30847,>35,Undergraduate,Man,Yes,Dev,35,29,United States of America,120000.0,20,1
30848,<35,Undergraduate,Man,No,Dev,13,10,Turkey,39444.0,22,1
30849,<35,Undergraduate,Man,Yes,Dev,20,13,Canada,83194.0,33,1
30850,>35,Master,Man,No,Dev,21,8,Germany,88640.0,7,0
30851,>35,Undergraduate,Man,No,Dev,26,21,United States of America,150000.0,23,1
30852,<35,Undergraduate,Man,No,Dev,15,4,United States of America,150000.0,22,1
30853,<35,Undergraduate,Woman,Yes,Dev,8,3,Peru,43848.0,11,0
30854,>35,Other,Man,Yes,Dev,25,25,United States of America,188000.0,9,0
30855,>35,Other,Man,No,Dev,43,33,Canada,121010.0,9,1
30856,<35,Undergraduate,Man,No,Dev,17,14,Canada,124792.0,15,0
30857,>35,Undergraduate,Man,Yes,Dev,37,24,United States of America,200000.0,11,0
30858,<35,Other,Man,No,Dev,7,5,Spain,25403.0,4,0
30859,<35,Undergraduate,Man,Yes,Dev,11,8,United States of America,110000.0,14,1
30861,<35,Undergraduate,Man,Yes,Dev,9,4,Mexico,25860.0,9,0
30862,<35,Undergraduate,Man,Yes,Dev,8,3,United States of America,150000.0,14,0
30863,<35,Undergraduate,Man,No,Dev,11,4,United Kingdom of Great Britain and Northern Ireland,76310.0,7,0
30864,<35,Master,Man,No,Dev,1,0,Portugal,12972.0,15,1
30865,>35,Undergraduate,Man,Yes,Dev,34,30,Brazil,46356.0,13,0
30866,<35,Undergraduate,Man,No,Dev,14,5,United Kingdom of Great Britain and Northern Ireland,161574.0,15,1
30867,>35,Undergraduate,Man,Yes,Dev,30,25,Canada,90758.0,11,0
30868,>35,Undergraduate,Woman,Yes,Dev,40,12,United States of America,140000.0,13,0
30869,>35,Other,Man,No,Dev,7,3,United States of America,180000.0,17,0
30870,>35,Undergraduate,Man,Yes,Dev,20,13,Canada,105884.0,5,0
30871,<35,Master,Man,No,Dev,15,15,Brazil,27492.0,21,1
30872,<35,Undergraduate,Man,No,Dev,7,4,France,41077.0,21,0
30873,<35,Undergraduate,Man,No,Dev,15,7,United States of America,120000.0,10,0
30874,<35,Other,Man,No,Dev,8,5,Brazil,10992.0,14,1
30875,<35,Undergraduate,Man,Yes,Dev,12,6,United States of America,130000.0,8,0
30876,<35,Undergraduate,Man,Yes,Dev,13,4,Brazil,70000.0,17,0
30877,<35,Undergraduate,NonBinary,No,Dev,8,5,United States of America,166000.0,15,0
30879,<35,Undergraduate,Man,No,Dev,14,7,Spain,48644.0,22,1
30880,>35,Master,Man,No,Dev,30,17,United States of America,125000.0,6,0
30881,<35,Undergraduate,Woman,No,Dev,8,0,United States of America,82000.0,15,0
30882,>35,NoHigherEd,Man,Yes,Dev,25,25,Australia,106895.0,15,1
30883,>35,Other,Man,No,Dev,20,20,Canada,93783.0,17,0
30884,>35,Undergraduate,Man,No,Dev,3,5,United States of America,70000.0,10,0
30885,<35,Master,Man,No,Dev,6,0,New Zealand,35139.0,9,0
30886,<35,Undergraduate,Man,No,Dev,16,9,United Kingdom of Great Britain and Northern Ireland,59459.0,17,1
30887,<35,Other,Man,No,Dev,5,3,Brazil,32988.0,10,0
30888,>35,Undergraduate,Man,No,Dev,6,5,Canada,94539.0,9,1
30889,<35,Undergraduate,Man,No,Dev,18,11,United States of America,165000.0,15,1
30890,<35,Undergraduate,Man,Yes,Dev,7,2,Mexico,11640.0,15,1
30891,<35,Undergraduate,Man,No,Dev,14,11,United States of America,142000.0,13,1
30892,<35,Undergraduate,Woman,Yes,Dev,10,9,United States of America,175000.0,17,0
30893,>35,PhD,Man,Yes,Dev,15,12,United States of America,200000.0,4,0
30894,<35,Undergraduate,Man,No,Dev,5,1,China,34296.0,8,0
30895,<35,Undergraduate,Man,No,Dev,18,6,United States of America,215000.0,18,0
30896,<35,Master,Man,No,Dev,16,11,India,5028.0,9,0
30897,>35,Undergraduate,Man,No,Dev,20,10,New Zealand,111807.0,26,1
30898,>35,Undergraduate,Man,Yes,Dev,10,4,United States of America,140000.0,12,0
30899,>35,Master,Man,Yes,Dev,15,10,Brazil,21996.0,11,0
30900,>35,Master,Man,No,Dev,20,18,Brazil,82464.0,12,0
30901,<35,Undergraduate,Man,Yes,Dev,8,3,United States of America,85000.0,5,0
30902,<35,Other,Man,Yes,Dev,4,7,Brazil,14292.0,14,1
30903,<35,Other,Man,No,Dev,8,5,United States of America,100000.0,26,1
30904,>35,Undergraduate,Man,No,Dev,16,13,China,171468.0,15,0
30905,<35,Undergraduate,Man,No,Dev,17,11,Canada,151263.0,18,1
30907,<35,Master,Man,Yes,Dev,13,7,United States of America,100000.0,28,1
30908,<35,Undergraduate,Man,No,Dev,10,6,Australia,80172.0,12,0
30909,<35,Undergraduate,Man,Yes,Dev,8,4,United States of America,150000.0,14,0
30910,>35,Other,Man,No,Dev,30,25,Indonesia,52692.0,10,0
30911,>35,Undergraduate,Man,Yes,Dev,18,12,United States of America,168000.0,10,1
30912,>35,Other,Man,Yes,Dev,22,13,United States of America,192000.0,22,1
30913,<35,Undergraduate,Man,Yes,Dev,15,7,Canada,100211.0,26,1
30914,>35,Undergraduate,Man,No,Dev,24,12,United States of America,200000.0,29,1
30915,>35,Master,Man,Yes,Dev,30,21,United States of America,140000.0,14,0
30916,<35,Undergraduate,Man,Yes,Dev,12,7,United States of America,175000.0,16,0
30917,<35,Other,Man,Yes,Dev,8,5,United States of America,178000.0,11,1
30918,<35,Undergraduate,Man,Yes,Dev,8,5,Mexico,16159.0,4,0
30919,>35,Undergraduate,Man,No,Dev,20,5,United States of America,140000.0,13,0
30920,<35,Other,Man,Yes,Dev,6,4,United States of America,195000.0,24,1
30921,<35,Undergraduate,Man,Yes,Dev,18,10,United States of America,137000.0,18,1
30922,>35,Undergraduate,Man,Yes,Dev,19,5,United States of America,130000.0,9,0
30923,<35,Undergraduate,Man,No,Dev,7,3,Australia,61465.0,14,0
30924,>35,Undergraduate,Man,No,Dev,40,12,United States of America,90000.0,7,1
30925,>35,Undergraduate,Man,No,Dev,38,30,Canada,83194.0,6,0
30926,>35,Other,Man,Yes,Dev,6,6,United States of America,125000.0,9,0
30927,<35,Undergraduate,Man,No,Dev,8,6,India,12063.0,12,1
30928,>35,Master,Man,Yes,Dev,17,17,United States of America,150000.0,12,0
30929,<35,Undergraduate,Man,No,Dev,7,3,United States of America,80000.0,23,1
30930,>35,Undergraduate,NonBinary,Yes,Dev,26,15,Canada,123430.0,5,0
30931,<35,Undergraduate,Man,No,Dev,6,0,United States of America,70000.0,19,1
30932,<35,Other,Man,Yes,Dev,20,10,United States of America,150000.0,35,1
30933,>35,Undergraduate,Man,Yes,Dev,30,27,Canada,75631.0,4,0
30934,<35,Undergraduate,Man,Yes,Dev,9,5,United States of America,92000.0,6,0
30935,<35,Other,Man,Yes,Dev,10,8,United States of America,170000.0,20,1
30936,<35,Master,Man,No,Dev,10,3,Taiwan,28170.0,20,1
30937,>35,Undergraduate,Man,No,Dev,21,18,Brazil,109956.0,16,0
30938,>35,PhD,Man,No,Dev,20,15,United States of America,170000.0,2,0
30939,<35,Other,Man,No,Dev,9,3,United States of America,53760.0,12,0
30941,<35,Other,NonBinary,Yes,Dev,8,6,United States of America,140000.0,27,1
30942,>35,Master,Man,No,Dev,25,21,Czech Republic,67548.0,23,1
30943,<35,Undergraduate,Man,No,Dev,13,8,Canada,128573.0,7,0
30944,<35,Undergraduate,Man,No,Dev,5,0,Australia,50107.0,13,0
30945,>35,Master,Man,No,Dev,16,10,Japan,56835.0,28,1
30946,<35,Undergraduate,Man,No,Dev,8,5,Philippines,9480.0,27,1
30947,<35,Undergraduate,Man,No,Dev,10,4,United States of America,111000.0,11,0
30948,<35,Undergraduate,Man,No,Dev,15,7,United States of America,100000.0,4,0
30949,>35,Master,Man,No,Dev,17,9,South Korea,43596.0,8,0
30950,<35,Master,Man,No,Dev,5,1,Uzbekistan,1236.0,8,0
30951,>35,Other,Man,Yes,Dev,26,24,United States of America,135000.0,15,1
